name,smol,best_recs,upcom
Wake up made up,1,"['Lash and Brow Austin', 'Permanent Makeup & Skin Care by AlexSandra', 'Studio Bella Permanent Makeup', 'Organic Spa and Nails']","['Lash and Brow Austin', 'Permanent Makeup & Skin Care by AlexSandra', 'Studio Bella Permanent Makeup', 'W3LL PEOPLE']"
Townlake Branch YMCA,0,"['LA Fitness', 'HEAT Bootcamp South Austin', ""Gold's Gym Austin Southeast"", 'Fortitude Strength & Conditioning - Easy Is Evil CrossFit']","[""Dane's Body Shop"", 'Pure Pilates Austin', 'HEAT Bootcamp South Austin', 'CrossFit Central', 'Fortitude Strength & Conditioning - Easy Is Evil CrossFit']"
Mangieri's Pizza Cafe,0,"['ASTI Trattoria', 'The Backspace', 'Jersey Giant Pizza', 'Little Caesars']","[""Lucky's Italian Sandwiches"", 'Dough Boys', 'South Flo Pizza', ""Tony C's Pizza & Beer Garden"", 'Phantasma Kitchen']"
Pollen Floral Art,1,"['Ben White Florist', 'ParkCrest Floral Design', ""Charlotte's Fiesta Flowers"", ""C'Est Chic""]","['ParkCrest Floral Design', ""C'Est Chic"", 'Petals, Ink.', 'Jordan Flowers & Events']"
Tacos Durango,1,"['OneTaco', 'Taqueria Arandas', ""Rosie's Tamale House"", 'Taquerias Arandinas']","['OneTaco', 'Los Chilakillers', 'Taqueria La Chilanguita', 'Fruteria Pekitas']"
Quiznos,0,"[""Jersey Mike's Subs"", 'Firehouse Subs', ""Jersey Mike's Subs"", ""Jersey Mike's Subs""]","[""Jersey Mike's Subs"", 'Subway', 'Subway', 'sandoitchi Pop Up', 'Thundercloud Subs']"
One World Van Lines,0,"['Blue Whale Moving Company', 'Texan Tuff Movers', 'Crates On Skates', 'MASH Movers']","['Crates On Skates', 'Junk Busters USA', 'Greater Austin Moving', 'Quality Moving & Storage', 'IREP Junk Removal']"
Osio,1,"[""O'daku Sushi"", 'Dawa Sushi', 'DK Sushi South & Seoul Korean Restaurant', 'Poke House - Austin']","['K Cupbop', 'Ding Tea', ""Chi'Lantro BBQ"", 'Ola Poke']"
Great Grins Dental,1,"['Mark Peppard, DDS', 'Lake Pointe Dental', '2222 Dental', 'Silver Screen Dental']","['Silver Screen Dental', '2222 Dental', 'Lake Pointe Dental', 'Mark Peppard, DDS']"
The Grand,1,"[""Slick Willie's Family Pool Hall"", 'Crow Bar', 'Stardust Club', 'Shenanigans Night Club']","['Stagger Lee', 'South Austin Beer Garden', ""Raggedy Anne's"", 'Full Circle Bar']"
1776 Cheesesteak,0,"['Snooze, an A.M. Eatery', 'Snooze, an A.M. Eatery', 'Spicy Boys', 'Chez Zee American Bistro']","['The Happy Grilled Cheese', ""Ted's Farm Bbq"", 'Chicken Salad Shoppe', 'F & F Fruit Cups', 'Cicis']"
Pearlescent Skin Care,1,"['Clean Your Dirty Face', 'Fleegal Farms', 'Letty Woman Medical Aesthetics', 'Neu Skin']","['Neu Skin', 'Clean Your Dirty Face', 'Letty Woman Medical Aesthetics', 'Fleegal Farms']"
Raising Cane's,0,"['Subway Restaurants', 'Wingstop', ""Domino's Pizza"", ""Domino's Pizza""]","['Roots Chicken Shak', 'Project Pollo', ""Ladybird's Austin Kitchen"", ""Big Vinny's Bbq"", ""Fat Daddy's Chicken""]"
Detour 290,0,"['The Canary Roost', 'Deep Eddy Cabaret', 'The Golden Goose', 'Fara Café Coffee Shop']","['Deep Eddy Cabaret', 'Taco Flats', 'Bar 508 Mezcalerita', 'Nickel City', 'Hi Tunes Karaoke']"
Mark Weinstein Motors,1,"['Long Motors Research', 'TAC Auto Group', 'Hi Tech Luxury Imports', ""Austin's Preowned""]","['Hi Tech Luxury Imports', 'Recio Auto Credit', 'Global Auto Sales', 'R & D Motors ', 'Truman Motors']"
Affordable Appliances Plus,0,"['Appliance Associates Service Center', ""Conn's HomePlus"", 'Bassett Furniture', ""Austin's Furniture Depot""]","['Appliance Associates Service Center', 'Harway Appliances', 'Mattress Firm Grandview Hills', 'Stash N Go Storage', 'Papa Noel Trees Mopac']"
Gabriela's Downtown,0,"['Rules & Regs', 'Las Palomas Restaurant & Bar', 'Flores Mexican Restaurant', 'Visconti Ristorante & Bar']","['Rules & Regs', 'La Holly', 'Pueblo Viejo Riverside', 'G Bar and Bistro', 'Mumtaz Market by G’Raj Mahal']"
Alamo Drafthouse Cinema Mueller,0,"['Alamo Drafthouse Cinema South Lamar', 'Alamo Drafthouse Cinema Slaughter Lane', 'Cidercade Austin', ""Shiner's Saloon""]","['Cidercade Austin', 'Blind Salamander Kitchen & Bar', 'Metcalf Barbecue -Graceland', 'SPIN Austin', 'The Cavalier ATX']"
Burnet Road Animal Hospital,1,"['Town & Country Veterinary Hospital', 'Westgate Pet & Bird Hospital', 'Westlake Animal Hospital', 'Love Pet Hospital']","['Town & Country Veterinary Hospital', 'Westlake Animal Hospital', 'Firehouse Animal Health Center', 'Village Veterinary Hospital']"
YETI Flagship Store,1,"[""Bag'n Baggage"", 'Play It Again Sports - North Austin', 'Bolivar Cigar Lounge', ""Sportsman's Finest""]","['Play It Again Sports - North Austin', 'Bolivar Cigar Lounge', ""Sportsman's Finest"", ""C-Hunt's Icehouse""]"
Royal Fig Catering,1,"['Best Chef', 'Your Very Own Fairy Godmother Weddings & Events', 'Gourmet Gals', 'Brock + Co. Events']","['Best Chef', 'Your Very Own Fairy Godmother Weddings & Events', 'Gourmet Gals', 'Brock + Co. Events']"
Drip City - Barton Springs,0,"['ATX1 Smoke & Vape', 'Double Apple Smoke Shop', 'Metric Glass & Smoke', 'Wizard Hat Smoke Shop']","['Double Apple Smoke Shop', 'Wizard Hat Smoke Shop', 'Metric Glass & Smoke', 'Happy Clouds Smoke Shop', 'Vapor Logic']"
O'Reilly Auto Parts,0,"[""O'Reilly Auto Parts"", 'Advance Auto Parts', 'Auto Zone', 'AutoZone']","['Advance Auto Parts', 'Texas Hitch & Truck Center', ""O'reilly Auto Parts"", 'Autozone']"
McSpadden's Tire & Automotive,0,"['Meineke Car Care Center', 'Pep Boys', 'Advanced Automotive and Tire', ""Lamb's Tire & Automotive""]","['Advanced Automotive and Tire', 'Family Tires', 'Pep Boys', 'Pro Automotive and Body', 'All Tune And Lube Total Car Care']"
Shake Smart,1,"['Smoothie King', 'The Smoothie Factory', 'JuiceLand', 'SunLife Organics']","['Smoothie King', 'The Smoothie Factory', 'JuiceLand', 'JuiceLand']"
Tesla Motors,0,"['Dynamic Motors', 'Roger Beasley Mazda Central', 'Lexus of Austin', 'Howdy Honda']","['Vipa Automotor', 'Allstate Brake & Automotive', 'Tpws', 'Century Automotive', ""Paul's Motor Werks""]"
Living Room Lounge - W Hotel Austin,0,"['Carousel Lounge', 'Bayou Lounge', 'Jade Room', 'Knomad Bar']","['Carousel Lounge', 'Watertrade', 'Better Days', 'King Bee Lounge', 'Fulton']"
Harway Appliances,1,"['Appliance Associates Service Center', 'Affordable Appliances Plus', 'ABC Vacuum Warehouse', ""Lowe's Home Improvement""]","['Appliance Associates Service Center', 'APCO - Appliance Parts Company', 'Peoples Signature Flooring', 'Cutco Kitchen']"
IPIC Austin,0,"['Hideaway Kitchen & Bar', 'Alamo Drafthouse Cinema South Lamar', 'Alamo Drafthouse Cinema Slaughter Lane', ""Nik's Italian Kitchen + Bar""]","['Armadillo Den', 'Valhalla', 'Otopia Rooftop', 'Devil May Care', 'La Volpe']"
Paper Place,0,"['Cox Office Furniture', 'Texas Blooms', 'Blanton Museum Shop', ""Amy's Hallmark Shop""]","['Cox Office Furniture', 'Texas Blooms', 'Blanton Museum Shop', ""Amy's Hallmark Shop"", 'Catholic Art & Gifts']"
Howdy Honda Express Service,1,"['Gujarat Auto Center', 'Roger Beasley Mazda South', 'Porsche Austin', 'Kia of South Austin']","['Gujarat Auto Center', 'Porsche Austin', ""Gilbert's Auto Repair"", 'Silver Star Werkshop']"
Gourdough's Public House,0,"['The Common Interest', 'Growler USA - Austin', 'Fourth & CO', 'School House Pub']","['Growler USA - Austin', 'Fourth & CO', 'Armadillo Den', 'Thrive Craft House', 'La Volpe']"
Econo Self Storage,0,"['Move Drs, LLC', 'Elephant Moving & Storage', 'Stor Self Storage', 'The Better Movers']","['Stor Self Storage', 'El Sol Logistics', 'Quality Moving & Storage', 'Above All Moving', 'Extra Space Storage']"
Hopdoddy Burger Bar,0,"['Whataburger', ""Ancho's Restaurant"", 'Top Notch', 'Eighteenth Over Austin']","[""Ancho's Restaurant"", ""Honest Mary's"", 'The G Spot Wangs N Thangs', ""Lebowski's Grill"", ""Frazier's Long and Low""]"
Masterpiece Smiles,1,"['BridgeView Dental', 'Castle Dental', 'Brodie Lane Dental', 'Perspective Dental']","['BridgeView Dental', 'Perspective Dental', 'Brodie Lane Dental', 'NW Hills Dental and Orthodontics']"
Spartan Pizza,0,"['B Cooper Barbecue', 'Heros Gyros', 'Austin Frigid Frog', 'Chow Town Foods Catering']","['B Cooper Barbecue', 'Heros Gyros', 'Paffuto Pizza', 'Taco hot', 'The Happy Grilled Cheese']"
Foot Solutions,1,"['Fleet Feet', 'Apparition Skateboards', 'Rogue Running by JackRabbit', 'Athleta']","['Fleet Feet', 'Apparition Skateboards', 'Rogue Running by JackRabbit', 'RunLab']"
CarMax,0,"['Texas Central Motors', 'JD Motors', 'Apple Lease Returns', 'Long Motors']","['Apple Lease Returns', 'Austin Rising Fast Motor Cars', 'Tesla Motors', 'BMW of South Austin', 'Down Under Auto Sales']"
Pecan Grove RV Park,1,"['Austin-Bergstrom International Airport - AUS', 'Premium Parking - P3004', 'Texas Premier Parking', 'Austin Airport Cell Phone Lot']","['Sunset RV Resort', 'Austin Lone Star RV Resort', 'Austin East Koa', 'Capps Van & Car Rental']"
Off The Wall,1,"['Budget Cleaning Services', 'Extreme Pressure Washers', 'Primitive Grooming - Lice Removal Service', 'Maidsway Cleaning Service']","['Budget Cleaning Services', 'Extreme Pressure Washers', 'Primitive Grooming - Lice Removal Service', 'Cleaning Green']"
Jack in the Box,0,"['Jack in the Box', 'Torchys Tacos', 'Taco Break', 'Taco-Miendo']","['Taco Break', 'Taco-Miendo', 'Tacos Doña Rosita', ""Marcelino's"", 'Tacos 3 Mayes']"
AutoZone,1,"['Harbor Freight', 'Advance Auto Parts', 'AutoZone', ""O'Reilly Auto Parts""]","['AutoZone Auto Parts', 'Advance Auto Parts', 'A-Line Auto Parts', 'Austin Performance & Specialty Equipment', ""O'Reilly Auto Parts""]"
Cloud Counter Vapor,1,"['All About Vapor', 'Local Legends', 'Austin Smoke & Gift Shop', 'Create A Cig']","['Local Legends', 'Central Texas Vapor', 'The Pink Cloud Vape Shop & Lounge', 'Vapor Logic']"
Xin Foot Spa,0,"['Foot Massage', 'Escape Massage & Spa', 'Wellness Foot Spa', 'Li Foot Massage']","['Escape Massage & Spa', 'Wellness Foot Spa', 'I Foot Spa', 'Li Foot Massage', 'Oak Hill Healing Arts']"
IMT Southpark,0,"['Limestone Canyon Apartments', 'The Ballpark North', '3500 Westlake Apartments', 'Stonecreek Ranch Apartments']","['Water Marq', '422 at the Lake', 'Congress Square Apartments', 'AMLI Covered Bridge', 'Marquis at Treetops']"
Mission Mortgage of Texas,1,"['Bill Holleman', 'Vista Lending', 'Ryan Leahy - SecurityNational Mortgage Company', 'Cody Daniel - Capstar Lending']","['Bill Holleman', 'Vista Lending', 'Ryan Leahy - SecurityNational Mortgage Company', 'Cody Daniel - Capstar Lending']"
Better Hearing Center of Austin,1,"['Estes Audiology - Austin', 'NewSound Hearing Centers', 'Central Texas Hearing Center', 'Sinus & Snoring Specialists']","['Estes Audiology - Austin', 'NewSound Hearing Centers', 'Central Texas Hearing Center', 'Sinus & Snoring Specialists']"
Acadian Ambulance,0,"['McKinley Chiropractic', 'Monitor Medical', 'Mauldin Heinrich Chiropractic Clinic', 'Symmetry Physical Therapy']","['Hall Chiropractic', 'The Blood and Tissue Center of Central Texas', 'City Limits Chiropractic', 'Wolf Lydia MD', 'Vacula Chiropractic']"
PostNet,0,"['The UPS Store', 'FedEx Office Print & Ship Center', 'Pork Chop Screen Printing', 'Newgistics']","['Pork Chop Screen Printing', 'Parcel Plus', 'Insty-Prints', 'FedEx Office Print & Ship Center', 'Alphagraphics']"
Four Points Family Chiropractic,1,"['Hausman Chiropractic', 'Infinity Wellness Center', 'Synergy Chiropractic & Bodywork', 'Total Health Chiropractic']","['Hausman Chiropractic', 'Infinity Wellness Center', 'Synergy Chiropractic & Bodywork', 'Kevin D. Kanz, D.C.']"
Drees Custom Homes Design Center,0,"['Way Construction Services', 'Overhead Door Company of Austin', 'Green Clover Contracting', 'Red River Restorations']","['TRW Concrete Construction', 'Red River Restorations', 'Green Clover Contracting', 'Violet Crown Realty', 'Windsor on the Lake']"
Jiffy Lube,0,"['Gene Johnson Automotive Service', 'Jiffy Lube', 'Pep Boys', 'Jiffy Lube']","['Friendly Car Care', 'Manchaca Garage', 'Gene Johnson Automotive Service', 'Family Tires', 'DC Auto']"
Exquisite Beauty Salon & Spa,0,"['Smile Splendor', 'Tianna Nails', 'Coated Professionally Polished', 'John Perez Tattoos']","['Great Wave Tattoo', 'VMC Spa Pro Nails', 'Strandz Salon', 'Silkcut', ""Sherryl's Cuts""]"
Buffet Palace,0,"['China Palace', 'Oriental Express', 'Joy East Chinese Restaurant', ""P.F. Chang's""]","['Qi Austin', 'Pinch', 'House of Three Gorges', 'Left Wing', ""Bao'd Up - UT West Campus""]"
U.S. HealthWorks Medical Group,0,"['Concentra', 'MedSpring Urgent Care', 'CareNow Southwest Austin', 'MedSpring Urgent Care']","['Concentra', 'MedSpring Urgent Care', 'CareNow Southwest Austin', 'Lauren G Ash, MD - Southwest Austin Surgical', 'RediClinic - Tech Ridge']"
Every Brilliant Thing,1,"['Chinatown Center', 'Hot Sauce Festival', 'Grackles', 'A Christmas Carol at ZACH Theatre']","['Love Beer Fundraiser', 'A Christmas Carol at ZACH Theatre', '37th Street Lights', 'Jeremiah The Innocent - Hi, How Are You Frog']"
Brazilian Fight Factory,1,"['Tukong Martial Arts- Tukong Austin', 'Blue Sky Strongbox Personal Training', 'Total Fitness Kickboxing', 'Planet Fitness']","['Tukong Martial Arts- Tukong Austin', 'Inner Diva Studios', 'Planet Fitness', 'Gregory Gymnasium']"
Total Health Chiropractic,1,"['American Chiropractic Clinic-Austin', 'Hausman Chiropractic', 'The Joint Chiropractic', 'The Joint Chiropractic']","['American Chiropractic Clinic-Austin', 'Hausman Chiropractic', 'The Joint Chiropractic', 'Ancient Arts']"
Apex Home Inspection,1,"['Central Texas Inspections', 'Texas Inspection Service', 'Texcode Inspection Service', 'Phillips Property Inspections']","['Central Texas Inspections', 'Texcode Inspection Service', 'Texas Inspection Service', 'Phillips Property Inspections']"
"Jeffrey B. Kahn, M.D",0,"['Chu Laurence, MD', 'Jones Kent, MD', 'Austin Pulmonary Consultants', 'Seton Medical Tower']","['Chu Laurence, MD', 'Fain Jerry D MD', 'Wells Branch Medical Center', 'Austin Endoscopy Center', 'River ENT']"
Big Lots,0,"['Big Lots', 'Big Lots', 'Big Lots', ""dd's DISCOUNTS""]","['Urban Mattress South Austin', 'Mattress Firm Sunset Brodie', 'Four Hands Home', 'Marshalls', 'CORT Furniture Outlet']"
Discover Texas Wine Tours,1,"[""L'Avventura Dolce"", 'Bluebonnet Limos & Wine Tours', 'Haunted ATX Hearse Tours', 'United Limousine Service']","[""L'Avventura Dolce"", 'Bluebonnet Limos & Wine Tours', 'Haunted ATX Hearse Tours', '4 Leaf Limo']"
Cybertex Institute of Technology,0,"['ISA - International Studies Abroad', ""St Edward's University"", 'Gymboree Play & Music', 'Huston-Tillotson University']","[""St Edward's University"", 'The University of Texas at Austin', 'Austin Community College - Pinnacle Campus', 'Regents School of Austin K-12', 'Franklin Music Academy']"
The Green Mesquite BBQ,0,"['Crimson Creek Smokehouse', 'County Line On The Lake', 'True Texas BBQ', 'EastSide Tavern']","['Crimson Creek Smokehouse', 'Reflectionz BBQ and More', 'Dirty Glove Midwest BBQ', ""Willie's Bar-B-Que"", 'The Headliners Club']"
Zuzu Handmade Mexican Food,0,"['Cabo Bob’s Burritos', 'Tacodeli', 'House Park Bar-B-Q', 'Tacos Durango']","['Cabo Bob’s Burritos', 'House Park Bar-B-Q', 'Tacos Durango', 'OneTaco', 'Pueblo Viejo Traila']"
Todd Steward,1,"['Kenya Rynea', 'Salon Virtue', 'Camille Brower', 'Salon Vibe']","['Salon Vibe', 'Kenya Rynea', 'Cost Cutters', 'Camille Brower']"
Alta's Cafe,0,"['Wright Bros Brew & Brew', 'Saxon Pub', 'Ojos Locos Sports Cantina', 'Serranos']","['Hookah Buzz', 'WhichCraft Tap Room & Bottle Shop', 'Two Hands Cafe', 'Dear Diary Coffeehouse', 'SquareRüt Kava Bar']"
Whole Body Health,1,"['Infinity Wellness Center', 'The Spring', 'Diana Beilman - Moon Medicine Healing Arts', 'Whole Life Acupuncture / Sheri Moody']","['Infinity Wellness Center', 'The Spring', 'Diana Beilman - Moon Medicine Healing Arts', 'Whole Life Acupuncture / Sheri Moody']"
H-E-B,0,"['H-E-B', 'H-E-B Pharmacy', 'Randalls', 'H-E-B Pharmacy']","[""David's Food"", 'La Hacienda Market', 'Wag-A-Bag', 'Hudson Bend Grocery', 'Speedway Grocery']"
Greenway Insurance,1,"['James Gary Howe - Nationwide Insurance', 'Acceptance Insurance', 'Liberty Mutual Insurance', 'Austin Title']","['Farmers Insurance - Ron Urias', 'Conder Insurance Agency', 'Roberto Montero - State Farm Insurance Agent', 'Jim Saxton III - State Farm Insurance Agent']"
Little China,0,"['Hao-Q Asian Kitchen', 'Asia Chinese Restaurant', 'Bamboo Bistro West Gate', 'Fujian Grand China Buffet']","['The Pho', 'V Cafe', 'The Rice Is Right', 'Qi Austin', 'SXSE Food']"
RBFCU - Domain,0,"['RBFCU - MoPac', 'UFCU Downtown Interactive Financial Center', 'Emily Franke - SWBC Mortgage Corporation', 'Frost Bank']","['Emily Franke - SWBC Mortgage Corporation', 'Park Place Finance - Austin Mortgage Lender', 'Vista Lending', 'Cody Daniel - Capstar Lending', 'Austin Capital Mortgage']"
Cain and Abel's,0,"['Cover 3', 'Waterloo Ice House Escarpment', 'Unbarlievable', 'Roaring Fork']","['Cactus Cafe', 'Ellis', ""Liz's Grill"", 'Idle Hands', 'Main Streat Food Hall by H-E-B']"
Stuart Weitzman,0,"['Red Wing Shoe Store', 'Red Wing Shoe Store', 'Aldo', 'Melrose']","['Red Wing Shoe Store', 'Madewell', 'Longhorn Fashions', 'Hemline', 'Lively - Austin']"
Lou Neff Point,1,"['Bailey Park', 'St Edwards Park', 'Eastwoods Park', 'Wooten Park']","['Walter E Long Park', 'Bob Wentz Park At Windy Point', 'Emma Long Metropolitan Park', 'Northwest District Park', 'Pease Park']"
Brick Top's Pub,1,"['Mort Subite', 'Saxon Pub', 'Oasis Texas Brewing Company', 'Boulevard Grill and Sports Bar']","['Mort Subite', 'Toss Pizzeria and Pub', 'Longhorn Daiquiris', ""Frazier's Long and Low""]"
Petticoat Fair,0,"['Hard Candy', ""David's Bridal"", ""Victoria's Secret"", ""Cindie's""]","['Hard Candy', 'Underwear', ""Oscar's Tailors"", 'UNTUCKit', 'InStep North - Gateway']"
Advance Auto Parts,1,"['Quality Engine Exchange', 'Advance Auto Parts', 'Just Jeeps', 'Munich Auto']","['Just Jeeps', 'Munich Auto', 'Advance Auto Parts', 'Porsche Austin']"
Leo Pham Photography,1,"['Day 7 Photography', 'Cambiare Photography', 'Pressman Studio Photography', 'Sekrit Theater']","['Day 7 Photography', 'Pressman Studio Photography', 'Haley Grant Photography', 'Chad W Adams Photography']"
John Perez Tattoos,1,"['Erik Axel Tattoos', 'Sacrament Tattoo', 'Austin Tattoo Company', 'Great Wave Tattoo']","['Sacrament Tattoo', ""Shanghai Kate's Tattoo Parlor"", 'All Saints Tattoo', 'Austin Tattoo Company']"
Leather Replacement & Custom Upholstery,1,"['Cardenas Upholstery', ""Sandy's Upholstery"", 'Long Upholstery Service', 'ED Auto Upholstery']","['Cardenas Upholstery', 'Long Upholstery Service', 'ED Auto Upholstery', 'Mercury Charlie']"
SkyBlue Kennels,1,"['Shampooch', 'Doodle Groomer Chick', 'Sit Means Sit Dog Training - Austin', 'Petco']","['Sit Means Sit Dog Training - Austin', 'Shampooch', 'Doodle Groomer Chick', 'Bee Cave Veterinary Clinic']"
DGP Painting,1,"['The Phoenix Furniture Works', 'MTZ Brothers', 'That 1 Painter', 'Southern Painting - Austin']","['The Phoenix Furniture Works', 'That 1 Painter', 'MTZ Brothers', 'Southern Painting - Austin']"
Take Heart,1,"['Erin Condren', 'Cox Office Furniture', 'APT F', 'The Paper + Craft Pantry']","['Cox Office Furniture', 'APT F', 'The Paper + Craft Pantry', 'Magpie Blossom Boutique']"
Arepas Grill,1,"['Reina Pepiada', 'Artessano', 'Four Brothers', 'Tacos y Pupusas Los Ramos']","['Reina Pepiada', 'Artessano', 'Tacos y Pupusas Los Ramos', 'Four Brothers']"
Detour,0,"['Buck Wild', 'Buckshot', 'Fulton', 'King Bee Lounge']","['King Bee Lounge', 'Better Days', 'Watertrade', 'Little Brother', 'Fulton']"
Hyde Park Bar & Grill Central,0,"['Goodalls Kitchen and Bar', 'Backspin Texas Sports Bar & Grill', 'Corner', ""Bucket's Deli and Sports Bar""]","['Summer House on Music Lane', 'Hold Out Brewing', 'Oakmont Food', ""All My Ex's"", 'Rules & Regs']"
Cityhunt,1,"['Urban Air Adventure Park - South Austin', 'Your Very Own Fairy Godmother Weddings & Events', 'Gourmet Gals', 'Brock + Co. Events']","['Gourmet Gals', 'Your Very Own Fairy Godmother Weddings & Events', 'Brock + Co. Events', ""Lexi's Little Princesses""]"
